id,country_id,country_code,country_name,region_id,region_name,income_group_id,income_group_name,income_group_acronym,implementing_agency_id,implementing_agency_acronym,implementing_agency_name,implementing_subagency_id,subagency_acronym,subagency_name,channel_category_id,channel_category_name,channel_subcategory_name,channel_subcategory_id,channel_id,channel_name,dac_category_id,dac_category_name,dac_sector_code,dac_sector_name,dac_purpose_code,dac_purpose_name,funding_account_id,funding_account_name,assistance_category_id,assistance_category_name,activity_id,activity_name,activity_project_number,activity_start_date,activity_end_date,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount,funding_agency_id,funding_agency_name,funding_agency_acronym,aid_type_group_id,aid_type_group_name,activity_description,USG_sector_id,USG_sector_name,submission_id
14667248,398,KAZ,Kazakhstan,4,South and Central Asia,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,7,Other,430,Other Multisector,43010,Multisector aid,72x1093,Assistance for the Independent States of the Former Soviet Union,1,Economic,215811,USAID Country Program (FSA),UBJ00021,,,2,Obligations,2000,47287000,64496519,1,U.S. Agency for International Development,USAID,3,Project-Type,USAID Country Program (FSA),25,Macroeconomic Foundation for Growth,999
14667349,31,AZE,Azerbaijan,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,7,Other,430,Other Multisector,43010,Multisector aid,72x1093,Assistance for the Independent States of the Former Soviet Union,1,Economic,215811,USAID Country Program (FSA),UBJ00021,,,2,Obligations,2000,45566000,62149183,1,U.S. Agency for International Development,USAID,3,Project-Type,USAID Country Program (FSA),25,Macroeconomic Foundation for Growth,999
14667447,8,ALB,Albania,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,7,Other,430,Other Multisector,43010,Multisector aid,72x1010,Assistance for Eastern Europe and the Baltic States,1,Economic,215812,USAID Country Program (SEED),UBJ00022,,,2,Obligations,2000,44558000,60774334,1,U.S. Agency for International Development,USAID,3,Project-Type,USAID Country Program (SEED),25,Macroeconomic Foundation for Growth,999
14667459,566,NGA,Nigeria,5,Sub-Saharan Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,7,Other,430,Other Multisector,43010,Multisector aid,72x1021,"Agency for International Development, Development Assistance",1,Economic,215809,USAID Country Program (DA),UBJ00019,,,2,Obligations,2000,44444000,60618845,1,U.S. Agency for International Development,USAID,3,Project-Type,USAID Country Program (DA),25,Macroeconomic Foundation for Growth,999
14667534,1006,ASN,Asia Region,7,World,0,NULL,NULL,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,7,Other,430,Other Multisector,43010,Multisector aid,72x1021,"Agency for International Development, Development Assistance",1,Economic,215850,USAID Regional Program: Asia/Near East Regional (DA),UBJ00060,,,2,Obligations,2000,43139000,58838906,1,U.S. Agency for International Development,USAID,3,Project-Type,USAID Regional Program: Asia/Near East Regional (DA),25,Macroeconomic Foundation for Growth,999
14667550,376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,2,STATE,Department of State,67,PRM,"Population, Refugees, and Migration",3,NGO,NGO - Non United States,7,4000416,United Israel Appeal,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,19x1143,"Department of  State, Migration and Refugee Assistance",1,Economic,83652,Refugee Assistance Activities,NULL,,,2,Obligations,2000,43000000,58649319,2,Department of State,STATE,3,Project-Type,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [United Israel Appeal]",37,"Protection, Assistance and Solutions",65
14667553,1002,WLD,World,7,World,0,NULL,NULL,2,STATE,Department of State,64,ISN,International Security and Nonproliferation,7,Multilateral,Multilateral - United Nations,12,4000192,International Atomic Energy Agency - Technical Cooperation Fund,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,11x1075,"Nonproliferation, Anti-Terrorism, Demining and Related Programs",1,Economic,214915,Nonproliferation Programs: IAEA Voluntary Contribution,SAD00051,,,2,Obligations,2000,43000000,58649319,2,Department of State,STATE,3,Project-Type,"Monitors the presence and use of nuclear material worldwide and provides assurance that it is not diverted to make nuclear weapons.  Help states around the world improve their ability to protect nuclear material and facilities, prevent nuclear smuggling, and apply better controls on radioactive materials to reduce the risk of radiological dispersal devices.",3,Stabilization Operations and Security Sector Reform,999
14667564,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,18,DTRA,Defense Threat Reduction Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,4,Infrastructure,230,Energy,23510,Nuclear energy electric power plants,97x0134,"Department of Defense, Cooperative Threat Reduction Account",1,Economic,18143,Cooperative Threat Reduction Program: Fissile Material Storage Facility,NULL,,,2,Obligations,2000,42793916,58368234,7,Department of Defense,DOD,3,Project-Type,"Fissile Material Storage Facility (FMSF) Program  In accordance with the Fissile Material Storage Facility (FMSF) Construction Implementing Agreement, the facility will provide centralized, safe, secure, and ecologically sound storage for weapons-grade fissile material.",2,Combating Weapons of Mass Destruction (WMD),17
14667630,1033,SSN,Sub-Saharan Africa Region,5,Sub-Saharan Africa,0,NULL,NULL,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,7,Other,430,Other Multisector,43010,Multisector aid,72x1021,"Agency for International Development, Development Assistance",1,Economic,215868,USAID Regional Program: Other Africa Regional (DA),UBJ00078,,,2,Obligations,2000,41892000,57138076,1,U.S. Agency for International Development,USAID,3,Project-Type,USAID Regional Program: Other Africa Regional (DA),25,Macroeconomic Foundation for Growth,999
14667693,499,MNE,Montenegro,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,7,Other,430,Other Multisector,43010,Multisector aid,72x1010,Assistance for Eastern Europe and the Baltic States,1,Economic,215812,USAID Country Program (SEED),UBJ00022,,,2,Obligations,2000,41120000,56085116,1,U.S. Agency for International Development,USAID,3,Project-Type,USAID Country Program (SEED),25,Macroeconomic Foundation for Growth,999
14667733,616,POL,Poland,2,Europe and Eurasia,4,High Income Country,HIC,31,NAVY,Department of the Navy,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000021,U.S. Government - Department of the Navy,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,18652,"DoD Excess Defense Articles, EDA Grant (516)",NULL,,,2,Obligations,2000,40762200,55597099,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). HAZARD PERRY CLASS FRIGATE (USS CLARK), Model: FFG-11, Quantity Delivered: 1.",3,Stabilization Operations and Security Sector Reform,19
14667750,1033,SSN,Sub-Saharan Africa Region,5,Sub-Saharan Africa,0,NULL,NULL,2,STATE,Department of State,67,PRM,"Population, Refugees, and Migration",3,NGO,NGO - International,6,4000210,International Committee of the Red Cross,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,19x1143,"Department of  State, Migration and Refugee Assistance",1,Economic,83627,Refugee Assistance Activities,NULL,,,2,Obligations,2000,40500000,55239475,2,Department of State,STATE,2,Core contributions,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Committee of the Red Cross]",37,"Protection, Assistance and Solutions",65
14667796,608,PHL,Philippines,1,East Asia and Oceania,2,Lower Middle Income Country,LMIC,5,AGR,Department of Agriculture,8,FAS,Foreign Agricultural Service,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2273,"Public Law 480 Title I Food for Progress Credits, Program Account",1,Economic,105791,USDA Public Law 83-480,213,,,2,Obligations,2000,40000000,54557506,5,Department of Agriculture,AGR,3,Project-Type,USDA Public Law 83-480,25,Macroeconomic Foundation for Growth,73
14667808,583,FSM,Micronesia (Federated States),1,East Asia and Oceania,2,Lower Middle Income Country,LMIC,9,DOI,Department of the Interior,41,OIA,Office of Insular Affairs,1,Government,Government - Non United States,2,2000095,Government of Micronesia (Federated States),7,Other,510,General Budget Support,51010,General budget support-related aid,14x0415,"Department of Interior, Compact of Free Association, Insular Affairs",1,Economic,42890,"Compacts of Free Association, Capital and Current Accounts.",NULL,,,2,Obligations,2000,40000000,54557506,9,Department of the Interior,DOI,1,Budget support,"Compacts of Free Association, Capital and Current. The Compact of Free Association was established as FSM and RMI emerged from the Trust Territory of the Pacific Islands and became sovereign states. The funding was used for general government operations, including health and education, economic development, capital improvements, and special purposes.",52,Multi-sector - Unspecified,37
14668083,508,MOZ,Mozambique,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,7,Other,430,Other Multisector,43010,Multisector aid,72x1021,"Agency for International Development, Development Assistance",1,Economic,215809,USAID Country Program (DA),UBJ00019,,,2,Obligations,2000,37569000,51241773,1,U.S. Agency for International Development,USAID,3,Project-Type,USAID Country Program (DA),25,Macroeconomic Foundation for Growth,999
14668102,498,MDA,Moldova,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,7,Other,430,Other Multisector,43010,Multisector aid,72x1093,Assistance for the Independent States of the Former Soviet Union,1,Economic,215811,USAID Country Program (FSA),UBJ00021,,,2,Obligations,2000,37450000,51079465,1,U.S. Agency for International Development,USAID,3,Project-Type,USAID Country Program (FSA),25,Macroeconomic Foundation for Growth,999
14668270,1002,WLD,World,7,World,0,NULL,NULL,4,TREAS,Department of the Treasury,143,OIA,Office of International Affairs,7,Multilateral,Multilateral - Other,18,4000156,Global Environment Facility,7,Other,998,Unallocated/ Unspecified,99810,Sectors not specified,11x0077,Contribution to the International Bank for Reconstruction and Development,1,Economic,31907,IBRD/Global Environment Facility (GEF) - Deposit Basis,NULL,,,2,Obligations,2000,35800000,48828968,4,Department of the Treasury,TREAS,2,Core contributions,"The IBRD/Global Environment Facility (GEF) provides technical assistance and partial funding for developing country investments designed to provide global environmental benefits by reducing international water pollution and ozone depletion, and by promoting biodiversity and ozone depletion.",43,International Contributions,32
14668275,1014,EEN,Eastern Europe Region,2,Europe and Eurasia,0,NULL,NULL,4,TREAS,Department of the Treasury,143,OIA,Office of International Affairs,7,Multilateral,Multilateral - Regional Development Banks,17,4000120,European Bank for Reconstruction and Development,7,Other,998,Unallocated/ Unspecified,99810,Sectors not specified,11x0088,European Bank for Reconstruction and Development,1,Economic,31899,European Bank for Reconstruction and Development (EBRD) - Deposit Basis,NULL,,,2,Obligations,2000,35778717,48799939,4,Department of the Treasury,TREAS,2,Core contributions,The European Bank for Reconstruction and Development (EBRD) supports market-oriented economic reform and democratic pluralism through predominately private sector lending and investments in the nations of Central and Eastern Europe and the former Soviet Union.,43,International Contributions,32
